sample_id,gold_relevance,review_evidence_excerpt,review_reason,predicted_relevance,review_reason_predicted,relevance_evidence
EX39-32D7C105F86E,NOT_CATALYST,最新变频冰箱值得买 学生党入门级风冷免霜优选,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,文章为面向学生党的变频冰箱选购推荐，主体为三星、海尔、美菱、TCL等家电产品，未涉及科创50指数、科创板制度资金事件，也未涉及任何重要成分公司或半导体、AI芯片、算力等科创50核心暴露的直接供需、价格、政策、制裁或技术事实，属于消费电子产品推荐，按研究范围应排除。,五款高适配度变频冰箱脱颖而出。
EX39-4A3B38ECB96A,NOT_CATALYST,庄浪：智慧农业书写丰收篇章,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,文章为甘肃庄浪县智慧农业产业园的农业报道，涉及水肥一体化、物联网传感器、4G智能放风机等农业设施及果蔬种植销售，未涉及科创50指数、科创板制度资金事件，也未涉及任何重要成分公司或半导体、AI芯片、算力等科创50核心暴露的直接供需、价格、政策、制裁或技术事实，属于泛科技词语出现但主体与科创50暴露无直接关系的新闻。,走进庄浪县良邑镇现代智慧农业产业园，高科技装备一应俱全、高效运转。水肥一体化系统精准配比营养液，物联网传感器实时监测环境参数，4G智能放风机自动调节棚内温湿度
EX39-B71E7ACA51EB,NOT_CATALYST,国药一致2026年半年度业绩快报,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,新闻主体为国药一致（000028），属于医药流通与零售企业，不在research_scope给出的重要成分名单内，也未涉及科创50指数、科创板制度资金事件或半导体/AI芯片/算力等核心暴露的直接供需、价格、政策、制裁或技术事实，因此不满足研究范围。,国药一致（000028）发布2026年半年度业绩快报。
EX39-AADAE33ABED7,NOT_CATALYST,2026智能手表值得买 上班族亚健康预警与运动激励一体机,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,文章为智能手表消费电子产品推荐，主体为华为、Apple等消费电子品牌，未涉及科创50指数、科创板或588080相关制度资金事件，也未涉及任何重要成分公司的业绩、订单、产能、产品、技术、并购、融资或供应链事实，与半导体制造、设备、材料、AI芯片和算力等科创50核心暴露无直接供需或制度影响。,2026智能手表值得买 上班族亚健康预警与运动激励一体机
EX39-A7C6EABDE5A4,NOT_CATALYST,2026智能手表值得买 老年用户全天候健康监测与快捷支付组合,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,文章为智能手表消费电子产品推荐，主体为华为、小米、AMAZFIT、佳明等非科创50重要成分公司，内容不涉及科创50指数、科创板制度资金事件，也不涉及半导体制造、设备、材料、AI芯片和算力的直接供需或政策事实，属于研究范围明确排除的消费电子产品推荐。,2026智能手表值得买 老年用户全天候健康监测与快捷支付组合
EX39-19DE4A0C81FD,NOT_CATALYST,哪款智能手表值得买 户外耐造+健康监测全都要,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,文章为智能手表消费选购推荐，主体为佳明、宜准、迪士尼、华为等消费电子品牌，未涉及科创50指数、科创板或588080相关制度资金事件，也未涉及任何重要成分公司的业绩、订单、产能、产品、技术、并购、融资或供应链事实，亦无半导体制造、设备、材料、AI芯片和算力的直接供需、价格、政策、制裁或技术事实，属于消费电子产品推荐，按排除规则不构成催化。,哪款智能手表值得买 户外耐造+健康监测全都要
EX39-5A3ECD194C94,NOT_CATALYST,鄂尔多斯市全力打造“诚信暖城”品牌,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,文章内容为鄂尔多斯市社会信用体系建设与“诚信暖城”品牌宣传，未涉及科创50指数、科创板或588080相关制度资金事件，也未涉及任何重要成分公司或半导体、AI芯片、算力等科创50核心暴露的直接供需、价格、政策、制裁或技术事实，属于地方政务与信用建设新闻，与research_scope无关。,鄂尔多斯市全力打造“诚信暖城”品牌
EX39-078A3C438EFA,NOT_CATALYST,2026年台式电脑值得买 剪辑师高帧率代理与输出利器,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,文章为消费级台式电脑选购推荐，主体为Acer、惠普、戴尔等非科创板重要成分公司，内容不涉及科创50指数、科创板制度资金事件，也不涉及半导体制造、AI芯片算力等科创50核心暴露的直接供需或政策事实，属于消费电子产品推荐，按排除规则不构成催化剂。,当时间轴上堆叠起二十条4K视频轨道，当Lumetri调色面板尚未关闭而渲染进度条才走完三分之一，视频剪辑师真正需要的不是更快的咖啡机，而是一台能将创意瞬间落地的可靠生产力中枢
EX39-31EE39C2833A,NOT_CATALYST,中报观察 | 仙工智能“机器人大脑”收入贡献仍有待提升,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,文章主体为仙工智能（港股上市、非科创板）的中期业绩与海外业务情况，仙工智能不在research_scope给出的重要成分名单内，也未涉及科创50指数、科创板或588080的制度/资金/产品事件，亦未直接改变半导体、AI芯片和算力的供需，属于泛机器人/泛先进制造关联，不满足研究范围。,今年6月，仙工智能登陆港交所，成为港股机器人大脑第一股
EX39-01A10A88A6A0,NOT_CATALYST,十核台式机值得买清单 从办公到4K渲染一步到位的全能方案,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,文章为消费级台式机选购推荐，主体为联想、戴尔等整机产品，未涉及科创50指数、科创板或588080相关制度资金事件，也未涉及任何重要成分公司的业绩、订单、产能、产品、技术、并购、融资或供应链事实，亦无半导体制造、设备、材料、AI芯片和算力的直接供需、价格、政策、制裁或技术事实，属于消费电子产品推荐，按排除规则不构成催化剂。,十核台式机值得买清单 从办公到4K渲染一步到位的全能方案
EX39-0EB6B60A47BA,NOT_CATALYST,台式电脑哪款好值得买 游戏建模双修的旗舰级性能组合,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,文章为消费级台式电脑选购推荐，主体为宁美国度、联想拯救者、雷神、外星人等整机产品，未涉及科创50指数、科创板或588080相关制度资金事件，也未涉及任何重要成分公司的业绩、订单、产能、产品、技术、并购、融资或供应链事实，亦无半导体制造、设备、材料、AI芯片和算力的直接供需、价格、政策、制裁或技术事实，属于消费电子产品推荐，按exclude规则不构成催化。,本次聚焦RTX 4080级性能梯队，精选四款兼顾实时光追、高负载稳定性与创作扩展性的旗舰台式主机，专为拒绝妥协的硬核玩家而来。
EX39-0645D4F31BE2,NOT_CATALYST,白云山关于子公司收到澳门成药登记证书的公告,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,新闻主体为白云山控股子公司天心制药获得澳门成药登记证书，白云山不在科创50重要成分名单中，事件为医药产品境外注册，与科创板制度、资金、半导体/AI芯片算力等科创50核心暴露无直接供需或制度影响，属于研究范围排除的常规公司公告。,广州白云山医药集团股份有限公司（证券简称：白云山）发布公告，其控股子公司广州白云山天心制药股份有限公司（简称“天心制药”）近日收到澳门特别行政区政府药物监督管理局签发的《成药登记证书》。
EX39-2AF8000A3FD5,NOT_CATALYST,2026台式电脑值得买清单 兼顾稳定续航与专业软件流畅运行,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,文章为消费级台式电脑选购推荐，主体为联想、戴尔、外星人整机产品，未涉及科创50指数、科创板或588080相关制度资金事件，也未涉及任何重要成分公司的业绩、订单、产能、产品、技术、并购、融资或供应链事实，亦无半导体制造、设备、材料、AI芯片和算力的直接供需、价格、政策、制裁或技术事实，属于消费电子产品推荐，按exclude规则不构成催化。,我们聚焦二十四核心、三十二线程这一高性能生产力分水岭，为职场人严选三款真正适配办公进阶场景的台式电脑。
EX39-9A593DD10D04,NOT_CATALYST,中报观察 | 空调“压舱石”失速 海信家电上半年营收下滑了5.22%,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,文章主体为海信家电（非科创50重要成分公司）的中报业绩分析，涉及家电行业空调、冰洗及海外业务，未包含科创50指数、科创板或588080相关的制度/资金/产品事件，也未涉及半导体制造、设备、材料、AI芯片和算力等科创50核心暴露的直接供需、价格、政策、制裁或技术事实，与research_scope无直接相关性。,
EX39-F75FF4C2CF5C,NOT_CATALYST,哪款冰箱值得买 空巢家庭大容量免霜高能效之选,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,文章为面向空巢家庭的冰箱选购推荐，主体为LG、海尔、海信、TCL等家电消费产品，未涉及科创50指数、科创板或588080相关制度资金事件，也未涉及任何重要成分公司或半导体、AI芯片、算力等核心暴露的直接供需、价格、政策、制裁或技术事实，属于消费电子产品推荐，按研究范围应排除。,哪款冰箱值得买 空巢家庭大容量免霜高能效之选
EX39-4764BB4793C6,NOT_CATALYST,哪款电视值得买 巨幕控与画质党双需求精准匹配,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,文章为消费电子产品（电视）选购推荐，主体为三星、TCL、海信、索尼等非科创50重要成分公司，内容不涉及科创50指数、科创板制度资金事件，也不涉及半导体制造、AI芯片和算力的直接供需或政策事实，与research_scope无直接相关性。,四款128GB以上存储的高阶电视，正以截然不同的技术路径，共同构筑起2026年发烧级家庭影院的新坐标
EX39-99E7A251DE2B,NOT_CATALYST,2026电影镜头值得买 广角+近摄+低畸变三重保障,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,文章为消费级相机镜头选购推荐，主体为佳能、星曜等摄影器材，未涉及科创50指数、科创板制度资金事件，也未涉及任何重要成分公司或半导体、AI芯片、算力等核心暴露的直接供需、价格、政策、制裁或技术事实，属于消费电子产品推荐，按排除项不构成催化剂相关。,当取景框里晨光斜切过老城屋顶，当延时镜头中云海翻涌掠过山脊线，摄影爱好者需要的不只是清晰成像
EX39-00CC5A381671,NOT_CATALYST,机器人实训数据集拿到“身份证”,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,新闻主体为合肥具身智能机器人数据采集训练场及数据集产权登记，属于泛机器人/地方产业活动，未涉及科创50重要成分公司，也未直接改变半导体、AI芯片和算力的供需或科创板资金制度环境，按exclude规则不构成催化。,在合肥市瑶海区长三角数字科技示范园的具身智能机器人数据采集训练场内，数据采集员正忙碌着给各式各样的具身智能机器人开展实操“实训”。
EX39-07DEBEE8A3CA,NOT_CATALYST,兴业银行大连分行赋能制造业“智改数转”,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,文章主体为兴业银行大连分行参与大连市制造业智能化改造数字化转型推进会的金融服务方案分享，属于地方产业活动与银行常规业务宣传，未涉及科创50指数、科创板或588080的制度/资金/产品事件，也未涉及任何重要成分公司的业绩、订单、产能、产品、技术、并购、融资或供应链事实，亦不构成半导体制造、设备、材料、AI芯片和算力的直接供需、价格、政策、制裁或技术事实。,兴业银行大连分行作为重点合作金融机构受邀参会，并开展专题交流，分享该行助力大连制造业“智改数转”的特色金融实践与服务方案。
EX39-F4009EADDD20,NOT_CATALYST,蓝鲸和长须鲸在东南大西洋目击记录增加,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,文章为海洋生物学研究报道，内容为蓝鲸和长须鲸在东南大西洋的目击记录增加，与科创50指数、科创板制度资金、重要成分公司及半导体/AI芯片算力供需均无直接关系，属于研究范围排除项。,由南非开普敦大学科研人员主导的一项研究显示，在商业捕鲸活动结束40多年后，蓝鲸和长须鲸在东南大西洋海域的目击记录近年来有所增加。
EX39-84D99930B0FA,NOT_CATALYST,连云港近海“减负”进行时,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,文章为连云港近海生态治理与海洋保护主题报道，涉及生态修复、志愿净滩、核电减碳等内容，未出现科创50指数、科创板或588080相关制度资金事件，也未涉及任何重要成分公司的业绩、订单、产能、产品、技术、并购、融资或供应链事实，亦无半导体制造、设备、材料、AI芯片和算力的直接供需、价格、政策、制裁或技术事实，属于与研究范围无关的地方生态新闻。,连云港近海“减负”进行时；这场由连云港市生态环境局、南京海事法院连云港法庭、江苏核电有限公司联合举办的“蔚蓝觉醒——守护海洋，共筑生态家园”主题活动，汇聚了政府、司法、企业三方力量，是连云港持续为近海生态“松绑减负”、构建多元共治格局的生动缩影。
EX39-945453D7757E,NOT_CATALYST,新能源车整体维修成本呈下降趋势,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,文章为中保研汽车零整比研究结果报道，核心事实是燃油车与新能源车维修成本、动力电池零整比及单位能量价格变化，主体为汽车售后与保险精算领域。研究范围要求直接涉及科创50重要成分公司或半导体、AI芯片、算力等核心暴露的供需、价格、政策、制裁或技术事实；本文未提及任何重要成分公司，也未涉及半导体制造、设备、材料、AI芯片和算力，动力电池成本下行虽与新能源产业链相关，但未直接指向名单内重要成分公司（如容百科技、天奈科技、派能科技等）的供需或基本面，属于泛新能源车售后成本话题，不构成科创50ETF相关新增可验证事实。,
EX39-2DBB90A9A8F3,NOT_CATALYST,深耕跨境结算 兴业银行天津分行护航海外基建“走出去”,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,新闻主体为兴业银行天津分行的跨境结算业务，涉及中东基建EPC项目的迪拉姆结算，未涉及科创50指数、科创板或588080相关制度资金事件，也未涉及任何重要成分公司的基本面或半导体、AI芯片、算力等核心暴露的直接供需、价格、政策、制裁或技术事实。,兴业银行天津分行依托成熟的中东本币清算通道，精准对接境外EPC项目资金结算需求，赋能本土出海基建企业。
EX39-65BC3ABF6975,NOT_CATALYST,首笔突破！兴业银行天津分行落地增资型并购贷款业务,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,新闻主体为兴业银行天津分行向某国企发放增资型并购贷款，用于高速公路子公司增资，属于银行并购融资业务与地方基础设施建设，未涉及科创50指数、科创板或588080相关制度资金事件，也未涉及任何重要成分公司的基本面或半导体、AI芯片、算力等核心暴露的直接供需、价格、政策、制裁或技术事实。,兴业银行天津分行成功为某国企融资人发放分行首笔增资型并购贷款4亿元，专项用于对高速公路子公司进行增资，有效支持天津滨海新区路网建设与能级提升。
EX39-EC5F90101201,NOT_CATALYST,"中国体育产业的""技术下沉""样本 联想与中足联合作透视AI+体育全新产业逻辑",OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,文章主体为联想与中足联的AI+体育合作及体育产业数字化评论，未涉及科创50指数、科创板或588080相关制度资金事件，也未涉及任何重要成分公司的业绩、订单、产能、产品、技术、并购、融资或供应链事实，亦不构成半导体制造、设备、材料、AI芯片和算力的直接供需、价格、政策、制裁或技术事实。,
EX39-4458722B1376,NOT_CATALYST,商用显示器排行榜值得买 高亮度百万对比+人体工学全适配,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,文章为商用显示器选购推荐，主体为EIZO、AOC、联想等消费电子品牌，未涉及科创50指数、科创板制度资金事件，也未涉及任何重要成分公司或半导体、AI芯片、算力等科创50核心暴露的直接供需、价格、政策、制裁或技术事实，属于消费电子产品推荐，按排除规则不构成催化剂。,商用显示器排行榜值得买 高亮度百万对比+人体工学全适配
EX39-9C7DEB18E79B,NOT_CATALYST,济南恒誉环保科技股份有限公司 股东询价转让计划书,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,新闻主体为济南恒誉环保科技股份有限公司（恒誉科技，688309），其股东询价转让属于常规公司公告；恒誉科技不在research_scope重要成分名单中，事件也不涉及半导体、AI芯片、算力等科创50核心暴露的直接供需或制度影响，因此不满足研究范围。,"拟参与恒誉科技首发前股东询价转让（以下简称“本次询价转让”）的股东为宁波梅山保税港区筠龙投资管理合伙企业（有限合伙）；出让方拟转让股份的总数为1,588,025股，占恒誉科技总股本的比例为2.00%"
EX39-23F7036026C0,NOT_CATALYST,上海复旦微电子集团股份有限公司 关于2026年度“提质增效重回报” 专项行动方案半年度评估报告,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,新闻主体为复旦微电（688385），不属于research_scope冻结的科创50重要成分名单；其业绩、研发、分红、产业基金及对外投资等事实均不直接改变科创50ETF重要成分公司基本面或科创板资金制度环境，也不构成半导体制造/设备/材料/AI芯片算力的直接供需、价格、政策、制裁或技术事实。,
EX39-A9AA30DC7962,NOT_CATALYST,中策橡胶集团股份有限公司 “提质增效重回报”专项行动方案 2026年半年度执行情况评估报告,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,文章主体为中策橡胶（603049.SH），属于上交所主板轮胎制造企业，不在research_scope给出的科创50重要成分名单内，也未涉及科创板制度、资金或半导体/AI芯片等科创50核心暴露；其业绩、关联交易、募资等事实与588080.SH无直接供需或制度影响。,证券代码：603049证券简称：中策橡胶
EX39-71D36A806A9C,NOT_CATALYST,岳阳兴长上半年扭亏为盈 新材料业务贡献重要增量,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,新闻主体为岳阳兴长，属于化工新材料企业，不在research_scope给出的重要成分名单内，也未涉及科创50指数、科创板资金制度或半导体/AI芯片算力等核心暴露的直接供需事实，因此不满足研究范围。,岳阳兴长石化股份有限公司（以下简称“岳阳兴长”）披露2026年半年度报告
EX39-8FB184066FD9,NOT_CATALYST,智能机器人“上岗” 风险该由谁来担,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,文章主题为具身智能机器人保险与出口信用保险，属于泛机器人及保险服务领域，未涉及科创50指数、科创板或588080相关制度资金事件，也未涉及任何重要成分公司的业绩、订单、产能、产品、技术、并购、融资或供应链事实，亦未直接改变半导体、AI芯片和算力的供需，因此不满足研究范围。,科技保险正将保障范围拓展至具身智能领域。近期，多家险企为具身智能机器人定制保险服务方案
EX39-E40DFF3688C5,NOT_CATALYST,机器人“梦工厂”，服务近300家创新主体,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,文章主体为唐山百川机器人共享制造工厂的共享制造模式与中试转化服务，属于泛机器人、地方产业活动报道；未涉及科创50指数、科创板或588080的制度/资金/产品事件，也未涉及任何重要成分公司或半导体、AI芯片、算力的直接供需、价格、政策、制裁或技术事实，按排除条款不构成催化。,机器人“梦工厂”，服务近300家创新主体
EX39-843089873F32,NOT_CATALYST,重大转向，华尔街传奇投资大亨重返中概股,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,文章核心是外资机构增持百度ADR及看多中国互联网/AI资产，涉及主体为百度（非科创50重要成分）及海外机构观点；虽提及光通信基础设施等泛AI方向，但未给出任何科创50重要成分公司或半导体制造、设备、材料、AI芯片算力的直接新增供需、价格、政策、制裁或技术事实，也未涉及科创板或588080的制度、资金、产品事件，属于泛科技关联，不满足研究范围。,时隔逾两年，华尔街传奇投资人斯坦利·德鲁肯米勒（Stanley Druckenmiller）再度出手买入中概股，此次锁定的标的是AI大模型龙头百度。
EX39-47A7856AA774,CATALYST_RELEVANT,AI算力订单占比升至九成 芯原股份上半年营收近翻倍但亏损持续｜财报解读,DIRECT_SCOPE_FACT,CATALYST_RELEVANT,芯原股份为科创50历史重要成分公司，新闻披露其2026年半年报业绩、新签订单及AI算力订单占比等新增可验证事实，直接关系重要成分公司基本面。,芯原股份（688521.SH）今年1月1日至8月17日，新签订单增长至151.42亿元，AI算力相关订单占比90%。
EX39-938ABF9CA932,NOT_CATALYST,国电电力积极围绕构建新型电力系统培育新质生产力,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,新闻主体为国电电力（非科创50重要成分公司），内容为其半年报业绩、装机容量及新能源布局，未涉及科创50指数、科创板制度资金事件，也未涉及半导体制造、设备、材料、AI芯片和算力等科创50核心暴露的直接供需、价格、政策、制裁或技术事实，与research_scope无直接相关性。,国电电力发展股份有限公司（以下简称“国电电力”）公布2026年半年度报告。报告期内，国电电力实现营业收入790.29亿元，同比增长1.77%；实现归属于上市公司股东的净利润30.14亿元，同比下降18.25%
EX39-47F5AE566997,NOT_CATALYST,央行新增8家数字人民币业务运营机构,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,新闻仅涉及央行新增8家银行类数字人民币业务运营机构，属于数字人民币运营体系扩容的金融制度事件；新增机构均为非科创板重要成分公司，事件不直接改变科创50ETF重要成分公司的基本面，也不直接改变半导体、AI芯片和算力的供需或科创板资金制度环境，因此不满足研究范围。,中国人民银行新增平安银行、恒丰银行、渤海银行、上海银行、杭州银行、徽商银行、长沙银行、广西北部湾银行成为银行类数字人民币业务运营机构，并接入央行端数字人民币系统。
EX39-AFC1A47270EE,NOT_CATALYST,中信建投：算存光共驱，封测产业价值重估,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,文章为中信建投关于先进封装/封测产业的券商研究报告，主体为台积电、英特尔、三星、SK海力士、日月光、安靠等非科创50重要成分公司，以及长电科技、通富微电、盛合晶微等非名单内公司；虽涉及半导体先进封装供需与产能数据，但未直接改变科创50ETF重要成分公司（如中芯国际、华虹宏力、中微公司等）的基本面，也未涉及科创板资金或制度环境的新增事实，属于泛半导体产业研究观点与行业数据盘点，不满足研究范围。,对照全球先进封装工艺的发展路径，中国大陆的先进封装工艺目前正处于CoWoS技术渗透率快速提升的阶段。
EX39-403C50CB0588,CATALYST_RELEVANT,12天11板大牛股，今起复牌！磷化铟基板价格飙涨，多股业绩向好,DIRECT_SCOPE_FACT,NOT_CATALYST,文章核心为磷化铟基板涨价及磷化铟概念股（爱丽家居、兴业银锡、株冶集团、博杰股份等）业绩，涉及公司均不在科创50重要成分名单内，且磷化铟/光通信材料与科创50核心暴露（半导体制造、设备、材料、AI芯片算力）无直接供需或制度影响，属于泛科技关联，不满足研究范围。,磷化铟（InP）基板与外延片严重供不应求，第四季度价格涨幅将超过10%，创下历史最大单次涨幅。
EX39-901338D5F19A,NOT_CATALYST,链动上下游，具身智能加速奔跑——四川省绵阳市机器人企业抱团成长丨央媒看四川,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,文章为四川省绵阳市机器人产业集群的地方产业报道，主体为九洲集团、长虹、优理奇、五八机器人、天链机器人等非科创50重要成分公司，内容属泛机器人、地方产业活动，未直接改变半导体、AI芯片和算力的供需，也未涉及科创50指数、科创板或588080的制度、资金或产品事件，按研究范围排除项不构成催化剂。,从获得科创赛事金奖的智能导盲机器人，到适配复杂工况的人形装配机器人，再到深耕特种场景的智能作业设备，如今在四川省绵阳市，一批机器人领域的中小企业蓬勃生长、各展所长。
EX39-C4B7E9D26FC7,NOT_CATALYST,20CM涨停！聚和材料紧急提示：小心回调,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,文章主体为科创板上市公司聚和材料（688503）的股价异动风险提示及公司公告复述。聚和材料不在research_scope给出的重要成分名单中，其空白掩模版收购、关联共同投资、光伏导电浆料业务及业绩数据均不涉及名单内重要成分公司，也不构成对半导体制造、AI芯片和算力等科创50核心暴露的直接供需、价格、政策或技术事实，属于排除项中的常规公司公告与个股行情复述。,8月17日，科创板上市公司聚和材料（SH688503，股价95.68元，市值231.58亿元）股价开盘后走高，最终以“20CM涨停”收盘。
EX39-BE59FDDD0E64,NOT_CATALYST,美股存储、光通信巨头，逆势大涨,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,文章为美股行情综述，主体为美股指数、存储/光通信个股及原油黄金，未涉及科创50指数、科创板制度资金事件，也未涉及名单内重要成分公司的基本面或半导体制造/设备/材料/AI芯片算力的直接供需事实；英伟达投资SB Energy属美股公司资本动作，与科创50暴露无直接关系。,美股存储、光通信巨头，逆势大涨
EX39-9760D82AA78C,NOT_CATALYST,招金黄金上半年净利润同比增长超407%,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,新闻主体为招金黄金（黄金矿业公司），不属于科创50ETF重要成分公司名单，事件为黄金产量、金价与公司业绩，与半导体制造、设备、材料、AI芯片和算力等科创50核心暴露无直接供需或制度影响，也不涉及科创板或588080相关制度、资金、产品事件。,招金黄金上半年净利润同比增长超407%
EX39-9F5DB036DD64,CATALYST_RELEVANT,中际旭创相继入股PCB及散热龙头 H股募资534亿港元加速产业链布局,DIRECT_SCOPE_FACT,NOT_CATALYST,文章主体为中际旭创（300308.SZ/03308.HK）入股中石科技及港股募资等产业链布局，中际旭创、中石科技、鹏鼎控股、东阳光、瑞可达、天通股份等均不属于research_scope给出的科创50重要成分名单；文中虽提及源杰科技（属重要成分），但仅作为2025年历史投资背景一笔带过，无新增可验证事实，且不构成对科创50重要产业暴露、重要成分公司基本面或科创板资金制度环境的直接新增影响，故不满足研究范围。,
EX39-77380F097C37,NOT_CATALYST,四大证券报头版头条内容精华摘要_2026年8月18日_财经新闻,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,UNRESOLVED,MODEL_OUTPUT_REJECTED,
EX39-FBE704F5FDFC,NOT_CATALYST,天力锂能涉信披违规被立案更正3份年报 三年亏11.6亿实控方质押率50.6%股权流拍,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,新闻主体天力锂能（301152.SZ）为创业板锂电池材料公司，不属于research_scope中冻结的科创50重要成分名单，事件涉及信披违规立案、会计差错更正、实控人质押与股权流拍，与科创50ETF重要产业暴露、重要成分公司基本面或科创板资金制度环境无直接供需或制度影响，故不满足研究范围。,作为锂电池材料厂商，天力锂能于2022年8月在创业板上市。
EX39-6D74CBDDA39E,CATALYST_RELEVANT,富乐德拟募资11.76亿投建七大项目 双主业协同发力半年盈利预增逾五成,DIRECT_SCOPE_FACT,NOT_CATALYST,新闻主体为富乐德（301297.SZ），不在科创50ETF重要成分名单中，且事件为该公司可转债募资扩产与业绩预告，未直接改变半导体、AI芯片和算力的供需或科创板资金制度环境，与588080.SH研究范围无直接相关性。,富乐德（301297.SZ）抛出新一轮资本扩产方案。
EX39-20A97FC01351,NOT_CATALYST,我国在量子技术国际标准领域取得新进展,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,新闻主题为我国在量子技术国际标准领域取得进展，涉及量子熵源、单光子器件、量子经典融合计算等国际标准提案立项。研究范围要求新闻必须包含可能改变科创50ETF重要产业暴露、重要成分公司基本面或科创板资金制度环境的新增可验证事实，或半导体制造、设备、材料、AI芯片和算力等科创50核心暴露的直接供需、价格、政策、制裁或技术事实。该新闻主体为量子技术国际标准制定，未涉及任何重要成分公司，也未直接改变半导体、AI芯片和算力的供需或制度环境，属于泛科技领域标准进展，不满足研究范围。,我国牵头的多项量子技术国际标准提案取得积极进展
EX39-6CDB1A4F3732,NOT_CATALYST,永和股份半年归母净利5.13亿创新高 加速产能扩张22亿可转债发行获受理,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,新闻主体为永和股份（605020.SH），属沪市主板氟化工企业，不在科创50ETF重要成分名单内，也未涉及半导体、AI芯片、算力等科创50核心暴露的直接供需或制度事实，与588080.SH研究范围无关。,永和股份（605020.SH）经营业绩稳健向好。
